ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,distribution_policy,distribution_frequency,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
LU1377381717,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,EVOE,  GBP 68 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 13.27% ,7 June 2016,Accumulating,-,Luxembourg,BNP Paribas Easy,+2.65%,-4.82%,-6.82%,-4.36%,+1.76%,+14.91%,+22.68%,+68.84%,-8.85%,+19.10%,+0.42%,+18.04%,13.27%,13.62%,15.59%,0.13,0.35,0.27,-9.61%,-17.16%,-25.90%,-25.90%," The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF seeks to track the BNP Paribas Low Vol Europe ESG index. The BNP Paribas Low Vol Europe ESG index tracks European stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is a small ETF with 68m GBP assets under management.    The ETF was launched on 7 June 2016  and is domiciled in Luxembourg.  "
FR0010150458,BNP Paribas Easy CAC 40 ESG UCITS ETF,E40,  GBP 239 m   , 0.25% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.33% ,7 March 2005,Distributing,Annually,France,BNP Paribas Easy,+12.70%,-4.39%,-4.11%,-0.59%,+18.88%,+48.64%,+40.81%,+263.72%,-5.01%,+22.25%,+0.01%,+23.37%,17.33%,19.20%,20.73%,1.09,0.74,0.34,-8.77%,-21.55%,-33.29%,-43.11%," The BNP Paribas Easy CAC 40 ESG UCITS ETF seeks to track the Euronext CAC 40® ESG index. The Euronext CAC 40® ESG index tracks the largest and most traded French stocks listed on Euronext in Paris. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.25% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Annually).            The BNP Paribas Easy CAC 40 ESG UCITS ETF has 239m GBP assets under management.    The ETF was launched on 7 March 2005  and is domiciled in France.  "
IE00BYXZ2585,iShares Core MSCI EMU UCITS ETF EUR (Dist),CEUD,  GBP 194 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.99% ,28 April 2017,Distributing,Semi annually,Ireland,iShares,+8.00%,-5.13%,-4.59%,-2.75%,+12.82%,+28.28%,+25.28%,+36.83%,-7.26%,+13.75%,+5.76%,+19.86%,16.99%,18.12%,19.65%,0.75,0.48,0.23,-9.33%,-21.94%,-31.54%,-31.54%, The iShares Core MSCI EMU UCITS ETF EUR (Dist) seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The iShares Core MSCI EMU UCITS ETF EUR (Dist) is the cheapest ETF that tracks the MSCI EMU index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The iShares Core MSCI EMU UCITS ETF EUR (Dist) has 194m GBP assets under management.    The ETF was launched on 28 April 2017  and is domiciled in Ireland.  
LU1812092168,Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,SEL,  GBP 136 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 15.89% ,25 October 2006,Distributing,Semi annually,Luxembourg,Amundi ETF,-2.85%,-5.27%,-4.11%,-8.77%,+3.18%,+26.20%,+12.95%,+48.33%,-5.16%,+16.22%,-4.47%,+20.06%,15.89%,17.35%,20.43%,0.20,0.46,0.12,-12.90%,-19.29%,-34.29%,-60.91%, The Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist seeks to track the STOXX® Europe Select Dividend 30 index. The STOXX® Europe Select Dividend 30 index tracks the 30 highest dividend-paying European stocks from the STOXX® Europe 600 Index.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist has 136m GBP assets under management.    The ETF was launched on 25 October 2006  and is domiciled in Luxembourg.  
LU2082997193,Lyxor STOXX Europe 600 Financial Services UCITS ETF - Dist,6FIN,  GBP 7 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 21.55% ,24 September 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,+5.66%,-2.75%,-1.84%,-3.20%,+3.76%,-,-,+17.89%,-19.19%,+18.34%,-,-,21.55%,-,-,0.17,-,-,-13.80%,-,-,-29.62%, The Lyxor STOXX Europe 600 Financial Services UCITS ETF - Dist seeks to track the STOXX® Europe 600 Financial Services index. The STOXX® Europe 600 Financial Services index tracks the European financial services sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Financial Services UCITS ETF - Dist is a very small ETF with 7m GBP assets under management.    The ETF was launched on 24 September 2020  and is domiciled in Luxembourg.  
FR0011041334,Lyxor CAC MID 60 (DR) UCITS ETF - Dist,CACM,  GBP 11 m   , 0.50% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.56% ,13 May 2011,Distributing,Semi annually,France,Amundi ETF,+0.36%,-5.89%,-5.76%,-7.98%,+2.74%,+17.30%,+1.52%,+126.39%,-5.61%,+9.84%,+3.71%,+16.37%,19.56%,18.38%,19.70%,0.14,0.30,0.02,-12.05%,-22.33%,-37.94%,-37.94%, The Lyxor CAC MID 60 (DR) UCITS ETF - Dist seeks to track the CAC® Mid 60 index. The CAC® Mid 60 index tracks 60 French mid-cap stocks.      The ETF's TER (total expense ratio) amounts to 0.50% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor CAC MID 60 (DR) UCITS ETF - Dist is a very small ETF with 11m GBP assets under management.    The ETF was launched on 13 May 2011  and is domiciled in France.  
LU2082996385,Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Dist,E6BR,  GBP 14 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 25.51% ,2 July 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,-17.29%,-6.53%,-5.81%,-18.64%,-8.37%,+40.69%,-,+45.22%,+15.64%,+18.34%,-,-,25.51%,27.12%,-,-0.33,0.44,-,-25.44%,-27.74%,-,-27.74%, The Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Dist seeks to track the STOXX® Europe 600 Basic Resources index. Der STOXX® Europe 600 Basic Resources index tracks the European basic resources sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Dist is a very small ETF with 14m GBP assets under management.    The ETF was launched on 2 July 2020  and is domiciled in Luxembourg.  
LU1273642907,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-dis,EUSRT,  GBP 29 m   , 0.27% p.a. , Physical (Full replication) ,ETF,Long-only,CHF,Currency hedged, 18.35% ,24 November 2015,Distributing,Semi annually,Luxembourg,UBS ETF,+5.41%,-5.06%,-5.34%,-3.33%,+3.81%,+27.01%,+38.13%,+110.72%,-7.30%,+17.98%,+4.95%,+28.62%,18.35%,17.62%,18.81%,0.21,0.47,0.35,-11.80%,-20.95%,-29.70%,-29.70%," The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-dis seeks to track the MSCI EMU SRI Low Carbon Select 5% Issuer Capped (CHF Hedged) index. The MSCI EMU SRI Low Carbon Select 5% Issuer Capped (CHF Hedged) index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. The weight of each company is capped to 5%. Currency hedged to Swiss Francs (CHF).      The ETF's TER (total expense ratio) amounts to 0.27% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-dis is a small ETF with 29m GBP assets under management.    The ETF was launched on 24 November 2015  and is domiciled in Luxembourg.  "
LU1377382103,BNP Paribas Easy ESG Quality Europe UCITS ETF,EQUA,  GBP 66 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 15.41% ,7 June 2016,Accumulating,-,Luxembourg,BNP Paribas Easy,+7.69%,-3.72%,-3.25%,+0.49%,+10.72%,+19.53%,+20.30%,+63.78%,-12.77%,+17.43%,+7.59%,+15.44%,15.41%,15.71%,16.99%,0.70,0.39,0.22,-9.03%,-23.72%,-26.65%,-26.65%," The BNP Paribas Easy ESG Quality Europe UCITS ETF seeks to track the BNP Paribas Quality Europe ESG index. The BNP Paribas Quality Europe ESG index tracks stocks with a high quality factor from countries in Europe. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy ESG Quality Europe UCITS ETF is a small ETF with 66m GBP assets under management.    The ETF was launched on 7 June 2016  and is domiciled in Luxembourg.  "
IE0008471009,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),EUE,"  GBP 2,500 m   ", 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.65% ,3 April 2000,Distributing,Quarterly,Ireland,iShares,+11.14%,-4.25%,-4.00%,-0.03%,+21.23%,+35.32%,+36.37%,+134.26%,-4.29%,+15.15%,+2.94%,+23.31%,17.65%,19.30%,20.72%,1.20,0.55,0.31,-7.97%,-22.08%,-32.06%,-61.75%," The iShares Core EURO STOXX 50 UCITS ETF EUR (Dist) seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Quarterly).            The iShares Core EURO STOXX 50 UCITS ETF EUR (Dist) is a very large ETF with 2,500m GBP assets under management.    The ETF was launched on 3 April 2000  and is domiciled in Ireland.  "
IE00B5M1WJ87,SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),EUDV,  GBP 841 m   , 0.30% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 15.11% ,28 February 2012,Distributing,Semi annually,Ireland,SPDR ETF,+6.19%,-3.67%,-4.17%,-1.68%,+12.55%,+12.86%,+3.97%,+111.62%,-6.47%,+7.42%,-6.98%,+16.13%,15.11%,15.39%,17.52%,0.83,0.27,0.04,-10.11%,-21.97%,-32.08%,-32.08%, The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) seeks to track the S&P Euro High Yield Dividend Aristocrats index. The S&P Euro High Yield Dividend Aristocrats index tracks the eurozone companies whose dividends have risen in the last 10 consecutive years.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..  The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) is the only ETF that tracks the S&P Euro High Yield Dividend Aristocrats index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) is a large ETF with 841m GBP assets under management.    The ETF was launched on 28 February 2012  and is domiciled in Ireland.  
DE0002635273,iShares DivDAX UCITS ETF (DE),EXSB,  GBP 454 m   , 0.31% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.53% ,4 April 2005,Distributing,At least annually,Germany,iShares,+10.05%,-4.43%,-3.61%,-2.53%,+18.90%,+21.36%,+21.27%,+338.19%,-6.21%,+6.28%,+7.92%,+16.03%,17.53%,19.43%,21.92%,1.08,0.34,0.18,-10.92%,-22.16%,-37.77%,-52.73%, The iShares DivDAX UCITS ETF (DE) seeks to track the DivDAX® index. The DivDAX® index tracks 15 stocks with the highest dividend yield within the DAX® index. The DAX® index tracks the largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.31% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (At least annually).            The iShares DivDAX UCITS ETF (DE) is a large ETF with 454m GBP assets under management.    The ETF was launched on 4 April 2005  and is domiciled in Germany.  
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF,ELOW,  GBP 39 m   , 0.30% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 13.01% ,24 March 2014,Accumulating,-,Ireland,SPDR ETF,+2.90%,-4.79%,-5.89%,-3.51%,+3.19%,+7.46%,+4.01%,+75.70%,-9.93%,+10.22%,+0.00%,+14.63%,13.01%,13.82%,15.92%,0.24,0.18,0.05,-11.37%,-21.09%,-29.18%,-29.18%, The SPDR EURO STOXX Low Volatility UCITS ETF seeks to track the EURO STOXX® Low Risk Weighted 100 index. The EURO STOXX® Low Risk Weighted 100 index tracks the 100 companies in the eurozone with the lowest volatility.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The SPDR EURO STOXX Low Volatility UCITS ETF is a small ETF with 39m GBP assets under management.    The ETF was launched on 24 March 2014  and is domiciled in Ireland.  
DE000A0D8Q23,iShares ATX UCITS ETF (DE),EXXX,  GBP 75 m   , 0.32% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.20% ,4 August 2005,Distributing,At least annually,Germany,iShares,+0.35%,-3.67%,-1.87%,-8.52%,+11.13%,+51.40%,+4.03%,+84.54%,-11.79%,+32.84%,-6.29%,+13.04%,19.20%,21.50%,23.27%,0.58,0.69,0.03,-16.09%,-29.42%,-48.84%,-64.53%, The iShares ATX UCITS ETF (DE) seeks to track the ATX® index. The ATX® index tracks the 20 largest and most traded Austrian stocks listed on the Prime Market of Vienna Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.32% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (At least annually).            The iShares ATX UCITS ETF (DE) is a small ETF with 75m GBP assets under management.    The ETF was launched on 4 August 2005  and is domiciled in Germany.  
LU2082997516,Lyxor STOXX Europe 600 Healthcare UCITS ETF - Dist,EHLT,  GBP 62 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 14.50% ,2 July 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,+5.07%,-0.86%,-4.24%,+2.78%,+6.87%,+19.97%,-,+14.44%,-1.07%,+17.20%,-,-,14.50%,15.40%,-,0.47,0.41,-,-11.57%,-14.46%,-,-15.22%, The Lyxor STOXX Europe 600 Healthcare UCITS ETF - Dist seeks to track the STOXX® Europe 600 Health Care index. The STOXX® Europe 600 Health Care index tracks the European health care sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Healthcare UCITS ETF - Dist is a small ETF with 62m GBP assets under management.    The ETF was launched on 2 July 2020  and is domiciled in Luxembourg.  
LU1598690169,Lyxor MSCI EMU Value (DR) UCITS ETF - Dist,VAL,  GBP 146 m   , 0.40% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.29% ,1 April 2005,Distributing,Semi annually,Luxembourg,Amundi ETF,+8.02%,-3.49%,-1.65%,-1.17%,+25.83%,+36.47%,+18.00%,+143.81%,-0.06%,+12.75%,-2.85%,+12.87%,17.29%,18.70%,20.82%,1.49,0.58,0.16,-9.92%,-20.13%,-35.73%,-53.55%," The Lyxor MSCI EMU Value (DR) UCITS ETF - Dist seeks to track the MSCI EMU Value index. The MSCI EMU Value index tracks value stocks from countries in the European Monetary Union, which signal a fundamental underperformance by a low price-book ratio.      The ETF's TER (total expense ratio) amounts to 0.40% p.a..  The Lyxor MSCI EMU Value (DR) UCITS ETF - Dist is the only ETF that tracks the MSCI EMU Value index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU Value (DR) UCITS ETF - Dist has 146m GBP assets under management.    The ETF was launched on 1 April 2005  and is domiciled in Luxembourg.  "
LU1598688189,Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist,GWT,  GBP 69 m   , 0.40% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 23.43% ,1 April 2005,Distributing,Semi annually,Luxembourg,Amundi ETF,+9.28%,-5.32%,-6.14%,-2.36%,+20.87%,+18.54%,+27.33%,+209.62%,-15.44%,+15.70%,+11.98%,+26.01%,23.43%,21.42%,21.15%,0.89,0.27,0.23,-10.32%,-28.04%,-28.98%,-43.82%," The Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist seeks to track the MSCI EMU Growth index. The MSCI EMU Growth index tracks growth stocks from countries in the European Monetary Union, with high growth potential.      The ETF's TER (total expense ratio) amounts to 0.40% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU Growth (DR) UCITS ETF - Dist is a small ETF with 69m GBP assets under management.    The ETF was launched on 1 April 2005  and is domiciled in Luxembourg.  "
LU2082996112,Lyxor STOXX Europe 600 Banks UCITS ETF - Dist,INDA,  GBP 23 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 22.00% ,24 September 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,+12.29%,-4.09%,+2.31%,-3.13%,+30.75%,-,-,+101.85%,+6.88%,+26.70%,-,-,22.00%,-,-,1.40,-,-,-18.01%,-,-,-29.05%, The Lyxor STOXX Europe 600 Banks UCITS ETF - Dist seeks to track the STOXX® Europe 600 Banks index. The STOXX® Europe 600 Banks index tracks the European banking sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Banks UCITS ETF - Dist is a small ETF with 23m GBP assets under management.    The ETF was launched on 24 September 2020  and is domiciled in Luxembourg.  
DE0005933923,iShares MDAX UCITS ETF (DE),EXS3,"  GBP 1,050 m   ", 0.51% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 21.22% ,19 April 2001,Accumulating,-,Germany,iShares,+4.41%,-4.50%,-2.51%,-6.95%,+5.44%,-6.54%,-5.93%,+627.75%,-25.23%,+5.46%,+14.66%,+22.89%,21.22%,19.91%,20.30%,0.26,-0.11,-0.06,-15.42%,-38.93%,-38.93%,-53.51%," The iShares MDAX UCITS ETF (DE) seeks to track the MDAX® index. The MDAX® index tracks 50 German mid cap stocks which are listed on the Prime Standard segment of the Frankfurt Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.51% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares MDAX UCITS ETF (DE) is a very large ETF with 1,050m GBP assets under management.    The ETF was launched on 19 April 2001  and is domiciled in Germany.  "
IE00B910VR50,SPDR MSCI EMU UCITS ETF,EMUE,  GBP 185 m   , 0.18% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.69% ,25 January 2013,Accumulating,-,Ireland,SPDR ETF,+8.73%,-4.34%,-3.88%,-1.66%,+15.91%,+28.85%,+24.99%,+114.61%,-7.20%,+14.51%,+4.73%,+19.76%,16.69%,17.99%,19.47%,0.95,0.49,0.23,-9.20%,-22.03%,-31.60%,-31.60%, The SPDR MSCI EMU UCITS ETF seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The SPDR MSCI EMU UCITS ETF has 185m GBP assets under management.    The ETF was launched on 25 January 2013  and is domiciled in Ireland.  
